ANO;UF;MUNICIPIO;NOME_MUNICIPIO;COD_ESCOLA;NOME_ESCOLA;REDE;IDEB;NIVEL
2005;BA;2927408;Salvador;29191092;EE - COLEGIO ESTADUAL EDVALDO FERNANDES - TEMPO INTEGRAL;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29191106;EE - ESCOLA PROFESSORA CANDOLINA - CLASSE VII - TEMPO INTEGRAL;Estadual;1.9;EFAF
2005;BA;2927408;Salvador;29191114;EE - COLEGIO ESTADUAL RUTH PACHECO;Estadual;3.2;EFAF
2005;BA;2927408;Salvador;29191130;EE - COLEGIO ESTADUAL SATIRO DIAS;Estadual;2.4;EFAF
2005;BA;2927408;Salvador;29191149;EE - COLEGIO ESTADUAL SOLANGE HORTELIO FRANCO - TEMPO INTEGRAL;Estadual;1.6;EFAF
2005;BA;2927408;Salvador;29191157;EE - COLEGIO ESTADUAL VERA LUX;Estadual;2.3;EFAF
2005;BA;2927408;Salvador;29191165;EE - COLEGIO ESTADUAL VISCONDE DE MAUA;Estadual;2.7;EFAF
2005;BA;2927408;Salvador;29191173;EE - COLEGIO ESTADUAL YEDA BARRADAS CARNEIRO - TEMPO INTEGRAL;Estadual;2;EFAF
2005;BA;2927408;Salvador;29191211;EE - COLEGIO ESTADUAL DE APLICACAO ANISIO TEIXEIRA;Estadual;3;EFAF
2005;BA;2927408;Salvador;29191270;EE - COLEGIO ESTADUAL BENTO GONCALVES;Estadual;2.8;EFAF
2005;BA;2927408;Salvador;29191327;ESCOLA MUNICIPAL LUIZA MAHIM;Municipal;NA;EFAF
2005;BA;2927408;Salvador;29191335;EE - COLEGIO ESTADUAL BATISTA NEVES;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29191343;EE - COLEGIO ESTADUAL PROFESSOR ROMULO ALMEIDA;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29191360;EE - COLEGIO ESTADUAL DEPUTADO HENRIQUE BRITO - TEMPO INTEGRAL;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29191378;EE - COLEGIO ESTADUAL DEPUTADO LUIS EDUARDO MAGALHAES;Estadual;2.5;EFAF
2005;BA;2927408;Salvador;29191491;ESCOLA DIVINO MESTRE;Estadual;2.1;EFAF
2005;BA;2927408;Salvador;29191513;EE - ESCOLA DE 1º GRAU JESUS CRISTO;Estadual;3.8;EFAF
2005;BA;2927408;Salvador;29191572;EE - ESCOLA DOM AVELAR BRANDAO VILELA;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29191637;EE - ESCOLA DONA JENNY GOMES;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29191920;EE - COLEGIO ESTADUAL ERALDO TINOCO;Estadual;2.2;EFAF
2005;BA;2927408;Salvador;29192013;EE - COLEGIO ESTADUAL ANA BERNARDES;Estadual;2.2;EFAF
2005;BA;2927408;Salvador;29192021;EE - COLEGIO ESTADUAL LUIZ JOSE DE OLIVEIRA;Estadual;2.5;EFAF
2005;BA;2927408;Salvador;29192030;EE - COLEGIO ESTADUAL MINISTRO ALIOMAR BALEEIRO;Estadual;2.5;EFAF
2005;BA;2927408;Salvador;29192064;EE - COLEGIO ESTADUAL EDSON TENORIO DE ALBUQUERQUE;Estadual;2.2;EFAF
2005;BA;2927408;Salvador;29192080;EE - COLEGIO ESTADUAL PROFESSORA MARIA ANITA;Estadual;2.9;EFAF
2005;BA;2927408;Salvador;29192129;EE - COLEGIO ESTADUAL BOLIVAR SANTANA;Estadual;2.4;EFAF
2005;BA;2927408;Salvador;29192137;EE - COLEGIO ESTADUAL DINAH GONCALVES;Estadual;2.1;EFAF
2005;BA;2927408;Salvador;29192145;EE - COLEGIO ESTADUAL RUY BARBOSA - TEMPO INTEGRAL;Estadual;2.9;EFAF
2005;BA;2927408;Salvador;29192153;EE - COLEGIO ESTADUAL PROFESSOR NELSON BARROS;Estadual;3.4;EFAF
2005;BA;2927408;Salvador;29192170;EE - COLEGIO ESTADUAL NORMA RIBEIRO - TEMPO INTEGRAL;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29192188;EE - COLEGIO ESTADUAL CELIA MATA PIRES;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29192218;EE - ESCOLA ESTADUAL RAUL SA;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29192226;EE - COLEGIO ESTADUAL VALE DOS LAGOS;Estadual;2.3;EFAF
2005;BA;2927408;Salvador;29192242;EE - COLEGIO ESTADUAL MESTRE MOA DO KATENDE;Estadual;2.5;EFAF
2005;BA;2927408;Salvador;29192277;EE - COLEGIO ESTADUAL DONA MORA GUIMARAES;Estadual;2.5;EFAF
2005;BA;2927408;Salvador;29192285;EE - COLEGIO ESTADUAL JOSE TOBIAS NETO;Estadual;1.8;EFAF
2005;BA;2927408;Salvador;29192293;EE - COLEGIO ESTADUAL HEITOR VILLA LOBOS;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29192307;EE - COLEGIO ESTADUAL HELENA MAGALHAES;Estadual;2.5;EFAF
2005;BA;2927408;Salvador;29192331;EE - COLEGIO ESTADUAL PROFESSORA MARILEINE DA SILVA - ANTIGA UEE MARCIA MECCIA;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29192617;EE - COLEGIO ESTADUAL GENERAL DIONISIO CERQUEIRA;Estadual;2.3;EFAF
2005;BA;2927408;Salvador;29192650;EE - COLEGIO ESTADUAL PROFESSORA GEORGINA RAMOS DA SILVA;Estadual;3.5;EFAF
2005;BA;2927408;Salvador;29192684;EE - COLEGIO ESTADUAL PRESIDENTE GETULIO VARGAS;Estadual;3;EFAF
2005;BA;2927408;Salvador;29192790;EE - COLEGIO ESTADUAL HENRIQUETA MARTINS CATHARINO;Estadual;2.9;EFAF
2005;BA;2927408;Salvador;29192811;ESCOLA MUNICIPAL HILBERTO SILVA;Municipal;1.5;EFAF
2005;BA;2927408;Salvador;29192838;ESCOLA MUNICIPAL HILDETE BAHIA DE SOUZA;Municipal;2.8;EFAF
2005;BA;2927408;Salvador;29192846;ESCOLA MUNICIPAL HILDETE LOMANTO;Municipal;2.5;EFAF
2005;BA;2927408;Salvador;29192889;EE - COLEGIO ESTADUAL DOIS DE JULHO;Estadual;2.1;EFAF
2005;BA;2927408;Salvador;29193095;EE - COLEGIO ESTADUAL JOAO CARIBE;Estadual;2.1;EFAF
2005;BA;2927408;Salvador;29193532;EE - COLEGIO ESTADUAL MARECHAL MASCARENHAS DE MORAIS;Estadual;2.7;EFAF
2005;BA;2927408;Salvador;29193567;EE - COLEGIO ESTADUAL MARIA AMELIA SANTOS;Estadual;2.1;EFAF
2005;BA;2927408;Salvador;29193656;EE - ESCOLA MARIA ROMANA CALMON;Estadual;3.1;EFAF
2005;BA;2927408;Salvador;29193699;EE - COLEGIO ESTADUAL MARIO COSTA NETO;Estadual;2.8;EFAF
2005;BA;2927408;Salvador;29193737;ESCOLA ESTADUAL MARQUES DE ABRANTES;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29193966;EE - COLEGIO ESTADUAL MONSENHOR MANOEL BARBOSA;Estadual;2.1;EFAF
2005;BA;2927408;Salvador;29194202;ESCOLA MUNICIPAL DA PALESTINA;Municipal;3.3;EFAF
2005;BA;2927408;Salvador;29194237;ESCOLA MUNICIPAL DE FAZENDA COUTOS;Municipal;1.9;EFAF
2005;BA;2927408;Salvador;29194253;ESCOLA MUNICIPAL DE NOVA SUSSUARANA;Municipal;NA;EFAF
2005;BA;2927408;Salvador;29194261;ESCOLA MUNICIPAL DE PARIPE;Municipal;1.5;EFAF
2005;BA;2927408;Salvador;29194270;ESCOLA MUNICIPAL DE PERIPERI;Municipal;1.7;EFAF
2005;BA;2927408;Salvador;29194296;ESCOLA MUNICIPAL DE PITUACU;Municipal;NA;EFAF
2005;BA;2927408;Salvador;29194318;ESCOLA MUNICIPAL DE PLATAFORMA;Municipal;NA;EFAF
2005;BA;2927408;Salvador;29194679;ESCOLA MUNICIPAL NOSSA SENHORA DA PAZ;Municipal;NA;EFAF
2005;BA;2927408;Salvador;29194750;EE - COLEGIO ESTADUAL NOSSA SENHORA DE FATIMA;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29194776;EE - COLEGIO ESTADUAL NOSSA SENHORA DE FATIMA - DERBA;Estadual;NA;EFAF
2005;BA;2927408;Salvador;29194954;ESCOLA MUNICIPAL OLGA FIGUEIREDO DE AZEVEDO;Municipal;2.9;EFAF
2005;BA;2927408;Salvador;29195314;ESCOLA MUNICIPAL PIRAJA DA SILVA;Municipal;1.8;EFAF
2005;BA;2927408;Salvador;29195462;EE - COLEGIO ESTADUAL PROFESSOR NOGUEIRA PASSOS - TEMPO INTEGRAL;Estadual;3;EFAF
2005;BA;2927408;Salvador;29195900;ESCOLA MUNICIPAL SANTA RITA;Municipal;NA;EFAF
2005;BA;2927408;Salvador;29196434;EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM CONTROLE E PROCESSOS INDUSTRIAIS NEWTON SUCUPIRA;Estadual;2.3;EFAF
2005;BA;2927408;Salvador;29196795;ESCOLA MUNICIPAL VISCONDE DE CAIRU DE BROTAS;Municipal;2.5;EFAF
2005;BA;2927408;Salvador;29196841;EE - COLEGIO ESTADUAL ZUMBI DOS PALMARES - QUILOMBOLA - TEMPO INTEGRAL;Estadual;3.5;EFAF
2005;BA;2927408;Salvador;29198780;EE - COLEGIO ESTADUAL PROFESSOR DORIVAL PASSOS - TEMPO INTEGRAL;Estadual;1.9;EFAF
2005;BA;2927408;Salvador;29198836;ESCOLA MUNICIPAL TEODORO SAMPAIO;Municipal;1.5;EFAF
2005;BA;2927408;Salvador;29198844;ESCOLA MUNICIPAL CLERISTON ANDRADE;Municipal;2.3;EFAF
2005;BA;2927408;Salvador;29198933;ESCOLA MUNICIPAL D ARLETE MAGALHAES;Municipal;2.8;EFAF
2005;BA;2927408;Salvador;29198992;GINASIO DO SERVIDOR PUBLICO;Estadual;3.5;EFAF
2005;BA;2927408;Salvador;29199026;EE - COLEGIO ESTADUAL PAULO AMERICO DE OLIVEIRA;Estadual;1.6;EFAF
2005;BA;2927408;Salvador;29199034;EE - ESCOLA ESTADUAL MINISTRO PIRES E ALBUQUERQUE;Estadual;2.2;EFAF
2005;BA;2927408;Salvador;29199050;ESCOLA MUNICIPAL SEBASTIAO DIAS;Municipal;1.8;EFAF
2005;BA;2927408;Salvador;29199069;ESCOLA MUNICIPAL PROFESSOR ALEXANDRE LEAL COSTA;Municipal;3.6;EFAF
2005;BA;2927408;Salvador;29199522;INSTITUTO MUNICIPAL DE EDUCACAO PROFESSOR JOSE ARAPIRACA;Municipal;2;EFAF
2005;BA;2927408;Salvador;29199859;NUCLEO EDUCACIONAL GOES CALMON;Estadual;1.8;EFAF
2005;BA;2927408;Salvador;29199930;EE - COLEGIO ESTADUAL MONTEIRO LOBATO;Estadual;2.3;EFAF
2005;BA;2927408;Salvador;29200024;EE - COLEGIO ESTADUAL RAYMUNDO DE ALMEIDA GOUVEIA;Estadual;2.1;EFAF
2005;BA;2927408;Salvador;29200032;EE - COLEGIO ESTADUAL PROFESSORA ANGELITA MORENO;Estadual;2.7;EFAF
2005;BA;2927408;Salvador;29200075;EE - COLEGIO ESTADUAL SARA VIOLETA DE MELLO KERTESZ;Estadual;1.7;EFAF
2005;BA;2927408;Salvador;29336473;EE - COLEGIO ESTADUAL PROFESSOR CARLOS ALBERTO CERQUEIRA;Estadual;3.1;EFAF
2005;BA;2927408;Salvador;29336554;ESCOLA MUNICIPAL DE ITACARANHA MANOEL FAUSTINO;Municipal;NA;EFAF
2005;BA;2927408;Salvador;29336708;EE - COLEGIO ESTADUAL EDUARDO BAHIANA;Estadual;2.2;EFAF
2005;BA;2927408;Salvador;29343160;EE - COLEGIO ESTADUAL PROFESSOR CARLOS BARROS;Estadual;2.3;EFAF
2005;BA;2927408;Salvador;29357624;EE - ESCOLA ESTADUAL LEA LEAL;Estadual;2.6;EFAF
2005;BA;2927408;Salvador;29357748;ESCOLA ESTADUAL LUIZ VIANA;Estadual;1.7;EFAF
2005;BA;2927408;Salvador;29357829;EE - COLEGIO ESTADUAL DALVA MATOS - TEMPO INTEGRAL;Estadual;2.5;EFAF
